% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 02-01-2023 09:57:20 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.0672660399922545,12.087837575710724,true,0.0,0.0
0.2966418551302002,12.087837575710724,true,0.0,1.0
0.15508977156528295,13.568808977875385,true,0.0,0.0
0.33201690894146646,13.568808977875385,true,0.0,1.0
0.17704248363999303,13.568808977875385,true,0.0,0.0
0.4426630262141973,13.568808977875385,true,0.0,1.0
0.004397515394989625,13.568808977875385,true,0.0,0.0
0.4513334502807979,13.568808977875385,true,0.0,1.0
0.4361125148013494,13.568808977875385,true,0.0,0.0
0.3934970644210171,13.568808977875385,true,0.0,1.0
0.32099298360793693,13.568808977875385,true,0.0,0.0
0.45534070740862603,13.568808977875385,true,0.0,1.0
0.41358120552239885,13.568808977875385,true,0.0,0.0
0.49286792775978255,13.568808977875385,true,0.0,1.0
0.17195328516827413,13.568808977875385,true,0.0,0.0
0.27070599641998755,13.568808977875385,true,0.0,1.0
0.21835991094855864,13.568808977875385,true,0.0,0.0
0.34983754050937205,13.568808977875385,true,0.0,1.0
0.26682650782744205,13.568808977875385,true,0.0,0.0
0.3968682790550138,13.568808977875385,true,0.0,1.0
0.2056172914293467,13.568808977875385,true,0.0,0.0
0.3698922219897299,13.568808977875385,true,0.0,1.0
0.27070599641998755,13.568808977875385,true,0.0,0.0
0.2136641491861113,13.568808977875385,true,0.0,1.0
0.2857085834704387,13.568808977875385,true,0.0,0.0
0.4830894489305343,13.568808977875385,true,0.0,1.0
0.24462029264532914,13.568808977875385,true,0.0,0.0
0.07165157754930893,8.004810377332104,true,0.0,1.0
0.13721924838949412,8.004810377332104,true,0.0,0.0
0.07027813394160225,8.004810377332104,true,0.0,1.0
0.026799364616115946,8.004810377332104,true,0.0,0.0
0.1571419327233959,8.004810377332104,true,0.0,1.0
0.0,8.004810377332104,true,0.0,0.0
0.29387006177860553,13.012100530241232,true,0.0,1.0
0.007250931577590849,13.012100530241232,true,0.0,0.0
0.16473491989353858,13.012100530241232,true,0.0,1.0
0.23123734609050878,13.012100530241232,true,0.0,0.0
0.19755485451251498,10.78144580922838,true,0.0,1.0
0.17804257936085377,10.78144580922838,true,0.0,0.0
0.4481974841190507,10.78144580922838,true,0.0,1.0
0.4637068080476364,10.78144580922838,true,0.0,0.0
0.38507379750396176,10.78144580922838,true,0.0,1.0
0.2182864977926618,11.005802693664702,true,0.0,0.0
0.3400980699921404,11.005802693664702,true,0.0,1.0
0.2182864977926618,11.005802693664702,true,0.0,0.0
0.3400980699921404,11.005802693664702,true,0.0,1.0
0.3424705157515207,11.005802693664702,true,0.0,0.0
0.18105955993721878,11.005802693664702,true,0.0,1.0
0.3424705157515207,11.005802693664702,true,0.0,0.0
0.34799689913197296,9.786998945650268,true,0.0,1.0
0.2047471706457512,9.786998945650268,true,0.0,0.0
0.279237771190255,9.786998945650268,true,0.0,1.0
0.17203281811392748,9.786998945650268,true,0.0,0.0
0.2852825911203912,9.786998945650268,true,0.0,1.0
0.16738984410365115,9.786998945650268,true,0.0,0.0
0.33155007095602235,9.786998945650268,true,0.0,1.0
0.10856741910079615,9.786998945650268,true,0.0,0.0
0.2835438801958461,9.786998945650268,true,0.0,1.0
0.16738984410365115,9.786998945650268,true,0.0,0.0
0.32357199436151035,9.786998945650268,true,0.0,1.0
0.16004369834730453,9.786998945650268,true,0.0,0.0
0.3338936331069155,9.786998945650268,true,0.0,1.0
0.08141060726836888,9.786998945650268,true,0.0,0.0
0.18678523390020535,9.786998945650268,true,0.0,1.0
0.0600268077637,9.786998945650268,true,0.0,0.0
0.26666681283454446,9.786998945650268,true,0.0,1.0
0.22780163241399437,9.786998945650268,true,0.0,0.0
0.2958535046351861,9.786998945650268,true,0.0,1.0
0.21035885292088838,9.786998945650268,true,0.0,0.0
0.2734011666374178,9.786998945650268,true,0.0,1.0
0.21089351760154673,9.786998945650268,true,0.0,0.0
0.28759913296196055,9.786998945650268,true,0.0,1.0
0.1749253903612794,9.786998945650268,true,0.0,0.0
0.3212677913722801,11.228007122185959,true,0.0,1.0
0.08631555249728566,11.228007122185959,true,0.0,0.0
0.3521174583306248,11.228007122185959,true,0.0,1.0
0.10815124705938844,11.228007122185959,true,0.0,0.0
0.4014745416360924,11.228007122185959,true,0.0,1.0
0.10712508289395196,11.228007122185959,true,0.0,0.0
0.3556030015081995,11.228007122185959,true,0.0,1.0
0.0,11.228007122185959,true,0.0,0.0
0.1590880099630912,9.58785188797833,true,0.0,1.0
0.01530908271251977,9.58785188797833,true,0.0,0.0
0.2654412521500524,9.58785188797833,true,0.0,1.0
0.15946787397128873,9.58785188797833,true,0.0,0.0
0.16393291063766335,9.58785188797833,true,0.0,1.0
0.17985690959963416,9.58785188797833,true,0.0,0.0
0.3292946826975912,9.802088020953798,true,0.0,1.0
0.023091017369373253,9.802088020953798,true,0.0,0.0
0.3270755312330738,9.802088020953798,true,0.0,1.0
0.00852782836707507,10.762574493424172,true,0.0,0.0
0.2464284138859553,9.712901597098442,true,0.0,1.0
0.09370347212928752,9.712901597098442,true,0.0,0.0
0.19116402405186086,10.320196226285539,true,0.0,1.0
0.14884497183183099,10.320196226285539,true,0.0,0.0
0.3354034562318576,10.320196226285539,true,0.0,1.0
0.037989804813160596,10.320196226285539,true,0.0,0.0
0.18668445795272465,10.320196226285539,true,0.0,1.0
0.0228537444432619,10.320196226285539,true,0.0,0.0
0.33807656330952973,10.320196226285539,true,0.0,1.0
0.1416498374967743,10.320196226285539,true,0.0,0.0
0.39278124976891055,10.320196226285539,true,0.0,1.0
0.037989804813160596,10.320196226285539,true,0.0,0.0
0.3162486861911819,10.320196226285539,true,0.0,1.0
0.0228537444432619,10.320196226285539,true,0.0,0.0
0.18668445795272465,10.320196226285539,true,0.0,1.0
0.1416498374967743,10.320196226285539,true,0.0,0.0
0.2802915438753735,9.575380556407042,true,0.0,1.0
0.08060894339727583,9.575380556407042,true,0.0,0.0
0.2486125467678889,9.575380556407042,true,0.0,1.0
0.0942096031084825,9.575380556407042,true,0.0,0.0
0.25161816757322614,9.575380556407042,true,0.0,1.0
0.20486363540106856,9.575380556407042,true,0.0,0.0
0.1808879798849846,9.043929269887371,true,0.0,1.0
0.20832264594601488,9.043929269887371,true,0.0,0.0
0.1769093754352401,9.043929269887371,true,0.0,1.0
0.039844720022033334,9.043929269887371,true,0.0,0.0
0.2164650892063005,9.043929269887371,true,0.0,1.0
0.18967997366179154,9.043929269887371,true,0.0,0.0
0.22338408494531894,9.043929269887371,true,0.0,1.0
0.13048402615171328,9.043929269887371,true,0.0,0.0
0.31940664987004336,10.555918609841612,true,0.0,1.0
0.23929994410140576,10.555918609841612,true,0.0,0.0
0.14602580915190203,10.555918609841612,true,0.0,1.0
0.10704625805560264,10.555918609841612,true,0.0,0.0
0.13050872601161506,10.555918609841612,true,0.0,1.0
0.1637360096578207,10.555918609841612,true,0.0,0.0
0.28824966959598164,10.555918609841612,true,0.0,1.0
0.18372802160475704,10.555918609841612,true,0.0,0.0
0.1985655496536841,10.325109289070944,true,0.0,1.0
0.1780591573820118,10.325109289070944,true,0.0,0.0
0.26390343977754566,11.147828562010076,true,0.0,1.0
0.3798391215134008,11.147828562010076,true,0.0,0.0
0.22713112446278852,11.588684649039958,true,0.0,1.0
0.016504108092610884,11.588684649039958,true,0.0,0.0
0.17547893068827636,11.588684649039958,true,0.0,1.0
0.02872780655880516,11.588684649039958,true,0.0,0.0
0.24313295843229957,11.588684649039958,true,0.0,1.0
0.06855823579223426,11.588684649039958,true,0.0,0.0
0.11942738385636122,8.893312813954134,true,0.0,1.0
0.10839454184780184,8.893312813954134,true,0.0,0.0
0.24086746991608068,8.893312813954134,true,0.0,1.0
0.09297520340778283,8.893312813954134,true,0.0,0.0
0.25001251134111385,8.893312813954134,true,0.0,1.0
0.008202003412228688,8.893312813954134,true,0.0,0.0
0.22503345807766026,10.27293194742754,true,0.0,1.0
0.13906992770634882,10.27293194742754,true,0.0,0.0
0.2771573253058842,10.27293194742754,true,0.0,1.0
0.03773824738732198,10.27293194742754,true,0.0,0.0
0.17158417141530727,9.009332240637356,true,0.0,1.0
0.18128968016667157,9.009332240637356,true,0.0,0.0
0.11523037112440525,9.009332240637356,true,0.0,1.0
0.13389831876544234,9.009332240637356,true,0.0,0.0
0.22987107755060748,9.009332240637356,true,0.0,1.0
