% 1. Title: Simple NERD selector 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 16-01-2018 13:46:49 
%
@RELATION @NERD_Simple_NERD_selector 
@attribute nerd_score REAL
@attribute prob_anchor_string REAL
@attribute dice REAL
@attribute tf_idf REAL
@attribute nb_tokens NUMERIC
@attribute inContext {false, true}
@attribute isNe {false, true}
@attribute entity? REAL

@data

0.0,0.16831683168316833,0.007166994376328301,0.0,1,false,false,0.0
0.9999999999927269,0.8095238095238095,0.010767095547689075,0.0,1,true,false,1.0
0.05,0.1717133001149866,2.6168711159749684E-4,0.0,1,false,false,0.0
0.9999999999927269,0.9069767441860465,0.01656538362957446,0.0,1,true,false,1.0
0.9999999999927269,0.20545073375262055,0.0025715072267388558,0.0,1,true,false,0.0
0.9999999999927269,0.0410958904109589,0.0063597124619855705,0.0,1,false,false,1.0
0.0,0.0410958904109589,0.0063597124619855705,0.0,1,false,false,0.0
0.9999999999927269,0.16831683168316833,0.007166994376328301,0.0,1,true,false,1.0
0.0,0.16831683168316833,0.007166994376328301,0.0,1,false,false,0.0
0.9999999999927269,0.08088175703055353,1.4097702952950135E-4,0.0,1,false,false,1.0
0.05,0.08088175703055353,1.4097702952950135E-4,0.0,1,false,false,0.0
0.9999999999927269,0.558033610805717,3.910180049453826E-4,0.0,1,false,false,1.0
0.0,0.558033610805717,3.910180049453826E-4,0.0,1,false,false,0.0
0.9999999999927269,0.09012875536480687,2.0013564655673238E-4,0.0,1,true,false,1.0
0.9999999999927269,0.20545073375262055,0.0025715072267388558,0.0,1,true,false,0.0
0.9999999999927269,0.25,0.044208168248037624,0.0,3,true,false,1.0
0.0,1.2979848784761657E-5,2.0535734509471917E-5,0.0,1,false,false,0.0
0.9999999999927269,0.45091743119266053,0.0010264989184886853,0.0,1,true,false,1.0
0.0,0.0012303591110655423,9.057851164798407E-5,0.0,1,false,false,0.0
0.9999999999927269,0.26632124352331604,0.0025531957498735286,0.0,1,false,false,1.0
0.05,0.26632124352331604,0.0025531957498735286,0.0,1,false,false,0.0
0.9999999999927269,0.889795918367347,1.0,0.0,3,true,false,1.0
0.9999999999927269,0.055347298787210585,3.0317866887436684E-4,0.0,1,false,false,0.0
0.9999999999927269,0.34985835694050993,0.0013327065811600842,0.0,1,true,false,1.0
0.0,0.38330871491875923,0.002008000430967523,0.0,1,false,false,0.0
0.05,0.4545083083628439,1.1779344257540868E-4,0.0,1,false,false,1.0
0.05,0.4545083083628439,1.1779344257540868E-4,0.0,1,false,false,0.0
0.05,0.41023012324135677,6.622029936057715E-5,0.0,1,false,false,1.0
0.0,0.41023012324135677,6.622029936057715E-5,0.0,1,false,false,0.0
0.9999999999927269,0.609375,0.008588692423528122,0.0,1,true,false,1.0
0.0,0.007850834151128557,3.947950786903521E-4,0.0,1,false,false,0.0
0.9999999999927269,0.7647058823529411,0.011892193899497654,0.0,1,true,false,1.0
0.0,0.009261676102355471,2.0897134982690068E-5,0.0,1,false,false,0.0
0.9999999999927269,0.7595628415300546,0.008058118056391051,0.0,1,true,false,1.0
0.9999999999927269,0.04,1.0,0.0,3,true,false,0.0
0.9999999999927269,0.8653846153846154,0.02333919332175264,0.0,1,true,false,1.0
0.05,0.03188662533215235,0.00233366029728717,0.0,1,false,false,0.0
0.9999999999927269,0.24659769999497816,8.769592181245121E-5,0.0,1,true,false,1.0
0.0,1.278663370556645E-4,5.5047697017947676E-5,0.0,1,false,false,0.0
0.9999999999927269,0.02054794520547945,0.007994085237238598,0.0,1,true,false,1.0
0.9999999999927269,0.02054794520547945,0.007994085237238598,0.0,1,false,false,0.0
0.9999999999927269,0.14130434782608695,0.04188801907471109,0.0,3,false,false,1.0
0.999999999734411,0.02702702702702703,0.021527927388143887,0.0,1,true,false,0.0
0.9999999999927269,0.8188976377952756,0.012817360278207396,0.0,1,true,false,1.0
0.0,1.0939572536203147E-4,1.170209861103668E-5,0.0,1,false,false,0.0
0.9999999999927269,0.7884615384615384,0.00959176003468815,0.0,1,false,false,1.0
0.9999999999927269,0.7884615384615384,0.00959176003468815,0.0,1,false,false,0.0
0.9999999999927269,0.04726413379385566,1.0,0.0,3,false,false,1.0
0.0,0.04726413379385566,1.0,0.0,3,false,false,0.0
0.9999999999927269,1.0,0.0014018339225054634,0.0,5,false,false,1.0
