% 1. Title: (N)ERD ranker 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 30-07-2017 04:13:31 
%
@RELATION @NERD_(N)ERD_ranker 
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute entity? REAL

@data

0.042981461514783055,6.974182472568192,true,0.0
0.16828858478214953,6.974182472568192,true,1.0
0.06623760249388189,6.974182472568192,true,0.0
0.14383407632044795,6.974182472568192,true,1.0
0.08202799676525989,6.974182472568192,true,0.0
0.0671750613590164,6.974182472568192,true,1.0
0.0855421579391801,6.974182472568192,true,0.0
0.12639165767083577,6.974182472568192,true,1.0
0.14383407632044795,6.974182472568192,true,0.0
0.11567820355202366,6.974182472568192,true,1.0
0.08506443191575992,6.974182472568192,true,0.0
0.12639165767083577,6.974182472568192,true,1.0
0.14383407632044795,6.974182472568192,true,0.0
0.1384480196815348,6.974182472568192,true,1.0
0.05056094020595215,6.974182472568192,true,0.0
0.12610165223664044,6.974182472568192,true,1.0
0.06983936472555506,6.974182472568192,true,0.0
0.16828858478214953,6.974182472568192,true,1.0
0.06623760249388189,6.974182472568192,true,0.0
0.14383407632044795,6.974182472568192,true,1.0
0.08202799676525989,6.974182472568192,true,0.0
0.11633186126177238,6.974182472568192,true,1.0
0.06673439460982039,6.974182472568192,true,0.0
0.16828858478214953,6.974182472568192,true,1.0
0.06623760249388189,6.974182472568192,true,0.0
0.11637359264517191,6.974182472568192,true,1.0
0.12962682459802644,6.974182472568192,true,0.0
0.16198014107536785,6.974182472568192,true,1.0
0.14823545483637587,6.974182472568192,true,0.0
0.1384480196815348,6.974182472568192,true,1.0
0.05056094020595215,6.974182472568192,true,0.0
0.14383407632044795,6.974182472568192,true,1.0
0.08202799676525989,6.974182472568192,true,0.0
0.11633186126177238,6.974182472568192,true,1.0
0.06673439460982039,6.974182472568192,true,0.0
0.12639165767083577,6.974182472568192,true,1.0
0.14383407632044795,6.974182472568192,true,0.0
0.1201703944659395,6.974182472568192,true,1.0
0.0,6.974182472568192,true,0.0
0.16198014107536785,6.974182472568192,true,1.0
0.14823545483637587,6.974182472568192,true,0.0
0.14383407632044795,6.974182472568192,true,1.0
0.08202799676525989,6.974182472568192,true,0.0
0.1914317842296638,6.974182472568192,true,1.0
0.027107225096188608,6.974182472568192,true,0.0
0.18319138072321892,9.489051177797457,true,1.0
0.10981759668288668,9.489051177797457,true,0.0
0.18044814302321324,9.489051177797457,true,1.0
0.07751088150259797,9.489051177797457,true,0.0
0.2080054527263358,9.489051177797457,true,1.0
0.12817595693177253,9.489051177797457,true,0.0
0.09110694309319535,9.489051177797457,true,1.0
0.005875900966769086,9.489051177797457,true,0.0
0.18125165486266548,9.489051177797457,true,1.0
0.12191725918045562,9.489051177797457,true,0.0
0.23222250680074621,9.489051177797457,true,1.0
0.16743099369215558,9.489051177797457,true,0.0
0.2911369544943843,9.489051177797457,true,1.0
0.0362213476624648,9.489051177797457,true,0.0
0.2236386261631388,7.180636158247827,true,1.0
0.14218725146587144,7.180636158247827,true,0.0
0.2797261706371351,7.180636158247827,true,1.0
0.09389834696458987,7.180636158247827,true,0.0
0.20994919290378178,7.180636158247827,true,1.0
0.1280753426606503,7.180636158247827,true,0.0
0.20994919290378178,7.180636158247827,true,1.0
0.08379147429716398,7.180636158247827,true,0.0
0.244706686383864,7.180636158247827,true,1.0
0.14829382489572512,7.180636158247827,true,0.0
0.1761391588206492,7.180636158247827,true,1.0
0.13413443480917023,7.180636158247827,true,0.0
0.17985828752757876,7.180636158247827,true,1.0
0.02709780698229025,7.180636158247827,true,0.0
0.11832683413187103,7.180636158247827,true,1.0
0.08308288833623374,7.180636158247827,true,0.0
0.24470468241369234,7.180636158247827,true,1.0
0.09185369085232141,8.013031895488188,true,0.0
0.21064766319403594,8.013031895488188,true,1.0
0.09185369085232141,8.013031895488188,true,0.0
0.2487142746696846,8.013031895488188,true,1.0
0.14637134668394508,8.013031895488188,true,0.0
0.2011971015363662,8.013031895488188,true,1.0
0.15714125573428311,8.013031895488188,true,0.0
0.18870076580026968,8.013031895488188,true,1.0
0.03680816587380124,8.013031895488188,true,0.0
0.16511281452828083,8.013031895488188,true,1.0
0.14027889406977193,8.013031895488188,true,0.0
0.11721414120961628,8.013031895488188,true,1.0
0.037957507071966885,8.013031895488188,true,0.0
0.14045503163851608,8.013031895488188,true,1.0
0.05995696409049055,8.013031895488188,false,0.0
0.11554353179477096,8.013031895488188,false,1.0
0.09400281445113039,8.013031895488188,true,0.0
0.0898104949282055,8.013031895488188,true,1.0
0.1092633304355155,8.013031895488188,true,0.0
0.3058976567510974,12.27358960949737,true,1.0
0.03741603005585112,12.27358960949737,true,0.0
0.4396116910173523,12.27358960949737,true,1.0
0.4065989075188609,12.27358960949737,true,0.0
0.35681540160186215,12.27358960949737,true,1.0
0.39457863215720757,12.27358960949737,true,0.0
0.2904935652553822,12.27358960949737,true,1.0
0.41203887390850646,12.27358960949737,true,0.0
0.4035044337360811,12.27358960949737,true,1.0
0.04040631006327769,12.27358960949737,true,0.0
0.47066204637853387,12.27358960949737,true,1.0
0.10232256005909267,12.27358960949737,true,0.0
0.4047920020560322,12.27358960949737,true,1.0
0.25807132243796316,12.27358960949737,true,0.0
0.43768062081942555,12.27358960949737,true,1.0
0.09986319150835289,12.27358960949737,true,0.0
0.4057235520024444,12.27358960949737,true,1.0
0.026903013853081515,12.27358960949737,true,0.0
0.3590804563352218,12.27358960949737,true,1.0
0.014258273376697696,12.27358960949737,true,0.0
0.40762241670260957,12.27358960949737,true,1.0
0.02931696128178934,12.27358960949737,true,0.0
0.38436253084159283,12.27358960949737,true,1.0
0.0848888490980093,12.27358960949737,true,0.0
0.39722732541296574,12.27358960949737,true,1.0
0.02834401995509556,9.591469048351176,true,0.0
0.21479908655369181,9.591469048351176,true,1.0
0.11191518707255108,9.591469048351176,true,0.0
0.23944815190927027,9.591469048351176,true,1.0
0.1639353833538351,9.591469048351176,true,0.0
0.25639637342306004,9.591469048351176,true,1.0
0.19927123565377464,9.591469048351176,true,0.0
0.10362941775323939,9.591469048351176,true,1.0
0.06121003962336339,9.591469048351176,true,0.0
0.0973874447057758,9.591469048351176,true,1.0
0.0745725178373304,9.591469048351176,true,0.0
0.19684336019219908,9.591469048351176,true,1.0
0.11952574935494294,9.591469048351176,true,0.0
0.1842375849767249,9.591469048351176,true,1.0
0.12453727658636171,9.591469048351176,true,0.0
0.3355105852478958,9.591469048351176,true,1.0
0.06176063933421964,9.591469048351176,true,0.0
0.3355105852478958,9.591469048351176,true,1.0
0.06176063933421964,9.591469048351176,true,0.0
0.2418610777087302,9.591469048351176,true,1.0
0.2040112543484141,9.591469048351176,true,0.0
0.1211428054264991,9.591469048351176,true,1.0
0.0664906574692594,9.591469048351176,true,0.0
0.3120085169627702,9.591469048351176,true,1.0
0.20121047212094023,9.591469048351176,true,0.0
0.14297019479859854,9.591469048351176,true,1.0
0.0,9.591469048351176,true,0.0
0.23944815190927027,9.591469048351176,true,1.0
0.3120085169627702,9.591469048351176,true,0.0
0.18989865606991163,9.591469048351176,true,1.0
