% 1. Title: Simple NERD selector 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 16-01-2018 16:42:00 
%
@RELATION @NERD_Simple_NERD_selector 
@attribute nerd_score REAL
@attribute prob_anchor_string REAL
@attribute dice REAL
@attribute tf_idf REAL
@attribute nb_tokens NUMERIC
@attribute inContext {false, true}
@attribute isNe {false, true}
@attribute entity? REAL

@data

0.0,0.00991937078454204,3.278292428344103E-5,0.0,1,false,false,0.0
0.0,1.0,0.6020599913279624,0.0,3,true,false,1.0
0.05,0.05194805194805195,0.021166483317784247,0.0,1,false,false,0.0
0.05003261715746005,0.9340659340659341,0.1047943360952747,0.0,7,true,false,1.0
0.0,0.11695137976346912,0.003060281027347772,0.0,1,false,false,0.0
0.0,0.875,1.0,0.0,3,true,false,1.0
0.05,0.08860759493670886,0.004610808146169405,0.0,1,true,false,0.0
0.0,0.9333333333333333,1.0,0.0,5,true,false,1.0
0.0,0.007671005528913419,2.8449328640363314E-5,0.0,1,true,false,0.0
0.0,0.6046582587469488,1.0,0.0,3,true,false,1.0
0.0,1.2338062924120913E-4,1.0,0.0,3,true,false,0.0
0.0,1.0,1.0,0.0,3,true,false,1.0
0.05,0.076221928665786,3.1178436582950613E-4,0.0,1,false,false,0.0
0.0,1.0,0.11672268755754653,0.0,3,true,false,1.0
0.05,0.047731865375235175,1.595832398363065E-4,0.0,1,false,false,0.0
0.05,0.20309546313799623,2.608866886635312E-4,0.0,1,false,false,1.0
0.0,0.20309546313799623,2.608866886635312E-4,0.0,1,false,false,0.0
0.05,0.6812227074235808,0.0062832998920234,0.0,1,false,false,1.0
0.0,0.6812227074235808,0.0062832998920234,0.0,1,false,false,0.0
0.0,0.9545454545454546,0.5923474613017109,0.0,3,true,false,1.0
0.0,3.181673560292714E-4,7.351242496894013E-4,0.0,1,true,false,0.0
0.05,0.975,0.7552486704709733,0.0,5,false,false,1.0
0.0,0.035246445663185105,8.830619334981276E-4,0.0,1,false,false,0.0
0.0,0.5442952567303151,1.1024385553073142E-4,0.0,1,false,false,1.0
0.0,6.057824690224874E-4,3.442423882465627E-5,0.0,1,false,false,0.0
0.05,0.35467980295566504,0.880949725747745,0.0,9,false,false,1.0
0.0,0.05475040257648953,0.5009761081029495,0.0,3,false,false,0.0
0.0,0.8707482993197279,0.33554968142466346,0.0,3,false,false,1.0
