% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 22-10-2018 09:26:01 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute prob_c REAL
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.020618556701030927,0.08915695488925948,10.7773336623863,true,0.0,0.0
0.9636537541846006,0.27540418323790256,10.7773336623863,true,0.0,1.0
0.010043041606886656,0.17342833207201933,10.7773336623863,true,0.0,0.0
0.8613550815558344,0.36902062802841323,10.7773336623863,true,0.0,1.0
0.1028858218318695,0.2804209709181945,10.7773336623863,true,0.0,0.0
0.3194444444444444,0.34571719711789434,10.7773336623863,true,0.0,1.0
0.012552301255230125,0.02889798504748794,10.7773336623863,true,0.0,0.0
0.9642857142857143,0.36314034388618605,10.7773336623863,true,0.0,1.0
0.02100840336134454,0.3432006516717001,10.7773336623863,true,0.0,0.0
0.9787878787878788,0.2719249253345495,10.7773336623863,true,0.0,1.0
0.015151515151515152,0.2730002975632078,10.7773336623863,true,0.0,0.0
0.908294930875576,0.3181526628019413,10.7773336623863,true,0.0,1.0
0.02165898617511521,0.12906301318475702,10.7773336623863,true,0.0,0.0
0.9292929292929293,0.12587089679904187,10.7773336623863,true,0.0,1.0
0.030303030303030304,0.14259375967862822,10.7773336623863,true,0.0,0.0
0.6188725490196079,0.3495023338031003,10.7773336623863,true,0.0,1.0
0.31924019607843135,0.10054215483120786,10.7773336623863,true,0.0,0.0
0.9821428571428571,0.23277846728127335,10.7773336623863,true,0.0,1.0
0.017857142857142856,0.0757815270343893,10.7773336623863,true,0.0,0.0
0.9415073115860517,0.25379870037400265,10.7773336623863,true,0.0,1.0
0.03093363329583802,0.09439631314046752,10.7773336623863,true,0.0,0.0
0.9819819819819819,0.24662250761055451,10.7773336623863,true,0.0,1.0
0.018018018018018018,0.23277846728127335,10.7773336623863,true,0.0,0.0
0.926479967530585,0.15667990732601306,10.7773336623863,true,0.0,1.0
0.01591581144546878,0.16103645684034978,10.7773336623863,true,0.0,0.0
0.9354838709677419,0.2487777759851449,10.7773336623863,true,0.0,1.0
0.06451612903225806,0.07139149616824182,10.7773336623863,true,0.0,0.0
0.9779120282378496,0.1462676050209489,10.7773336623863,true,0.0,1.0
0.018232419223459136,0.12268823795923427,10.7773336623863,true,0.0,0.0
0.9375,0.2632019091533478,10.7773336623863,true,0.0,1.0
0.041666666666666664,0.04541938848220146,10.7773336623863,true,0.0,0.0
0.9821428571428571,0.23277846728127335,10.7773336623863,true,0.0,1.0
0.017857142857142856,0.0757815270343893,10.7773336623863,true,0.0,0.0
0.9770114942528736,0.382922635825574,10.7773336623863,true,0.0,1.0
0.022988505747126436,0.02608167881067523,10.7773336623863,true,0.0,0.0
0.9487632508833922,0.20031370787455596,10.7773336623863,true,0.0,1.0
0.05123674911660778,0.20500685170708582,10.7773336623863,true,0.0,0.0
0.7506172839506173,0.18343103105388928,10.7773336623863,true,0.0,1.0
0.06666666666666667,0.09737918127143064,10.7773336623863,true,0.0,0.0
0.9291784702549575,0.19319836959104864,10.7773336623863,true,0.0,1.0
0.06515580736543909,0.0,10.7773336623863,true,0.0,0.0
0.9368650217706821,0.35049404387861366,10.7773336623863,true,0.0,1.0
0.02902757619738752,0.19775816909608032,10.7773336623863,true,0.0,0.0
0.9285714285714286,0.23460458203767512,10.7773336623863,true,0.0,1.0
0.07142857142857142,0.08711777037708289,10.7773336623863,true,0.0,0.0
0.9630390143737166,0.29719168387606626,10.7773336623863,true,0.0,1.0
0.01026694045174538,0.0,10.7773336623863,true,0.0,0.0
0.8947368421052632,0.18398016234858747,10.7773336623863,true,0.0,1.0
0.05263157894736842,0.20925913104015706,10.7773336623863,true,0.0,0.0
0.9636537541846006,0.27540418323790256,10.7773336623863,true,0.0,1.0
0.010043041606886656,0.17342833207201933,10.7773336623863,true,0.0,0.0
0.9093525179856116,0.17400089240127525,10.7773336623863,true,0.0,1.0
0.08201438848920864,0.0789307329799024,10.7773336623863,true,0.0,0.0
0.8787878787878788,0.19041989838054957,10.7773336623863,true,0.0,1.0
0.09090909090909091,0.0689116597770628,10.7773336623863,true,0.0,0.0
0.9655172413793104,0.21325671313694333,10.7773336623863,true,0.0,1.0
0.034482758620689655,0.27027363012120553,10.7773336623863,true,0.0,0.0
0.9281842818428184,0.18774759216391054,10.7773336623863,true,0.0,1.0
0.03523035230352303,0.17748729447757028,10.7773336623863,true,0.0,0.0
0.3194444444444444,0.34571719711789434,10.7773336623863,true,0.0,1.0
0.014492753623188406,0.21243356604134284,10.7773336623863,true,0.0,0.0
0.9583333333333334,0.18790550992577357,10.7773336623863,true,0.0,1.0
0.041666666666666664,0.24244192448566956,10.7773336623863,true,0.0,0.0
0.9055793991416309,0.3019393691999875,10.7773336623863,true,0.0,1.0
0.055793991416309016,0.05206271709656675,10.7773336623863,true,0.0,0.0
0.7727272727272727,0.3063972224702722,10.7773336623863,true,0.0,1.0
0.11363636363636363,0.0,10.7773336623863,true,0.0,0.0
0.9705298013245033,0.27027363012120553,10.7773336623863,true,0.0,1.0
0.01390728476821192,0.07446719621899804,10.7773336623863,true,0.0,0.0
0.9670947030497592,0.21461598924445083,10.7773336623863,true,0.0,1.0
0.027287319422150885,0.04172476219924213,10.7773336623863,true,0.0,0.0
0.9854469854469855,0.24941268859659416,10.7773336623863,true,0.0,1.0
0.014553014553014554,0.09657797526226404,10.7773336623863,true,0.0,0.0
0.9743589743589743,0.2604887510169458,10.7773336623863,true,0.0,1.0
0.02564102564102564,0.429779681281031,10.7773336623863,true,0.0,0.0
0.3194444444444444,0.34571719711789434,10.7773336623863,true,0.0,1.0
0.08389261744966443,0.12785827600341823,10.7773336623863,true,0.0,0.0
0.9803921568627451,0.18039166553212507,10.7773336623863,true,0.0,1.0
0.014705882352941176,0.0,10.7773336623863,true,0.0,0.0
0.9690444145356663,0.2900286861323174,10.7773336623863,true,0.0,1.0
0.014804845222072678,0.18330077673202233,10.7773336623863,true,0.0,0.0
0.8369304556354916,0.25174342842216185,10.7773336623863,true,0.0,1.0
0.15587529976019185,0.06436737427280516,10.7773336623863,true,0.0,0.0
0.9672977624784854,0.2874549287234382,10.7773336623863,true,0.0,1.0
0.013769363166953529,0.02691605381987634,10.7773336623863,true,0.0,0.0
0.8928571428571429,0.046722772905209334,10.7773336623863,true,0.0,1.0
0.03571428571428571,0.07199067662536789,10.7773336623863,true,0.0,0.0
0.9871794871794872,0.2587451524050478,10.7773336623863,true,0.0,1.0
0.01282051282051282,0.07969839597345597,10.7773336623863,true,0.0,0.0
0.9684101501812532,0.37181596948954976,10.7773336623863,true,0.0,1.0
0.01294665976178146,0.1622477273132029,10.7773336623863,true,0.0,0.0
0.9071729957805907,0.3201873445493595,10.7773336623863,true,0.0,1.0
0.031223628691983123,0.14917370633305654,10.7773336623863,true,0.0,0.0
0.9821428571428571,0.23277846728127335,10.7773336623863,true,0.0,1.0
0.017857142857142856,0.0757815270343893,10.7773336623863,true,0.0,0.0
0.975,0.26671541768587737,10.7773336623863,true,0.0,1.0
0.025,0.27203232747906725,10.7773336623863,true,0.0,0.0
0.9393173198482933,0.34971338662244816,10.7773336623863,true,0.0,1.0
0.04804045512010114,0.429779681281031,10.7773336623863,true,0.0,0.0
0.9800944669365722,0.23431807249324502,10.7773336623863,true,0.0,1.0
0.015182186234817813,0.12276134103075295,10.7773336623863,true,0.0,0.0
0.9294871794871795,0.19807853886792523,10.7773336623863,true,0.0,1.0
0.019230769230769232,0.10091963907870438,10.7773336623863,true,0.0,0.0
0.9558441558441558,0.2897046919631678,10.7773336623863,true,0.0,1.0
0.03766233766233766,0.2323879735308949,10.7773336623863,true,0.0,0.0
0.028083028083028084,0.17232126301160097,10.7773336623863,true,0.0,1.0
0.02197802197802198,0.429779681281031,10.7773336623863,true,0.0,0.0
0.7654867256637168,0.2833613680852306,10.7773336623863,true,0.0,1.0
0.2345132743362832,0.19586172594741555,10.7773336623863,true,0.0,0.0
0.9770114942528736,0.382922635825574,10.7773336623863,true,0.0,1.0
0.022988505747126436,0.02608167881067523,10.7773336623863,true,0.0,0.0
0.7339449541284404,0.33802094727661786,11.788817178783319,true,0.0,1.0
0.22018348623853212,0.05534346095209187,11.788817178783319,true,0.0,0.0
0.9320987654320988,0.2808607013643381,11.788817178783319,true,0.0,1.0
0.024691358024691357,0.24327220091305357,11.788817178783319,true,0.0,0.0
0.012605042016806723,0.20317077017779334,11.788817178783319,true,0.0,1.0
0.0510783200908059,0.020679477092900005,11.788817178783319,true,0.0,0.0
0.9055793991416309,0.32485567610608,11.788817178783319,true,0.0,1.0
0.055793991416309016,0.07278188524225469,11.788817178783319,true,0.0,0.0
0.9583333333333334,0.272021907415172,11.788817178783319,true,0.0,1.0
0.041666666666666664,0.1921445264601632,11.788817178783319,true,0.0,0.0
0.9544468546637744,0.33006670307117586,11.788817178783319,true,0.0,1.0
0.02386117136659436,0.07573362544537515,11.788817178783319,true,0.0,0.0
0.926829268292683,0.23343994392174144,11.788817178783319,true,0.0,1.0
0.024390243902439025,0.17694834192260253,11.788817178783319,true,0.0,0.0
0.9779120282378496,0.17024130999611678,11.788817178783319,true,0.0,1.0
0.018232419223459136,0.1838395523837374,11.788817178783319,true,0.0,0.0
0.9670947030497592,0.24595336844422735,11.788817178783319,true,0.0,1.0
0.027287319422150885,0.04954768251163501,11.788817178783319,true,0.0,0.0
0.32222222222222224,0.22834892921176134,11.788817178783319,true,0.0,1.0
0.011111111111111112,0.4090645686507716,11.788817178783319,true,0.0,0.0
0.9748427672955975,0.3308713026134794,11.788817178783319,true,0.0,1.0
0.025157232704402517,0.15335018053368235,11.788817178783319,true,0.0,0.0
0.905788876276958,0.29274640439687605,11.788817178783319,true,0.0,1.0
0.0510783200908059,0.020679477092900005,11.788817178783319,true,0.0,0.0
0.5862068965517241,0.3048777480675291,11.788817178783319,true,0.0,1.0
0.2827586206896552,0.1060379205916464,11.788817178783319,true,0.0,0.0
0.38461538461538464,0.3362136022910649,11.788817178783319,true,0.0,1.0
0.15384615384615385,0.09670761227571198,11.788817178783319,true,0.0,0.0
0.9655172413793104,0.25301289322352877,11.788817178783319,true,0.0,1.0
0.017241379310344827,0.08396025946476057,11.788817178783319,true,0.0,0.0
0.675609756097561,0.21456879542768978,11.788817178783319,true,0.0,1.0
0.05975609756097561,0.11259674002146897,11.788817178783319,true,0.0,0.0
0.9801980198019802,0.3482153868716373,11.788817178783319,true,0.0,1.0
0.01485148514851485,0.21697514624049716,11.788817178783319,true,0.0,0.0
0.9591836734693877,0.3058190917429134,11.788817178783319,true,0.0,1.0
0.02040816326530612,0.3455453303071107,11.788817178783319,true,0.0,0.0
0.6188725490196079,0.3455453303071107,11.788817178783319,true,0.0,1.0
0.31924019607843135,0.08438482152280695,11.788817178783319,true,0.0,0.0
0.8414634146341463,0.2327131395075978,11.788817178783319,true,0.0,1.0
0.024390243902439025,0.038777614087617915,11.788817178783319,true,0.0,0.0
0.32222222222222224,0.22834892921176134,11.788817178783319,true,0.0,1.0
0.011111111111111112,0.4090645686507716,11.788817178783319,true,0.0,0.0
0.9629629629629629,0.3367256318173367,11.788817178783319,true,0.0,1.0
0.037037037037037035,0.1445079095794834,11.788817178783319,true,0.0,0.0
0.11009174311926606,0.21612961885151188,11.788817178783319,true,0.0,1.0
0.045871559633027525,0.1386772839519193,11.788817178783319,true,0.0,0.0
0.9866666666666667,0.3091634205259179,11.788817178783319,true,0.0,1.0
0.013333333333333334,0.19800413786060173,11.788817178783319,true,0.0,0.0
0.7557377049180328,0.226338036394576,11.788817178783319,true,0.0,1.0
0.24262295081967214,0.0784077359612802,11.788817178783319,true,0.0,0.0
0.9670947030497592,0.24595336844422735,11.788817178783319,true,0.0,1.0
0.027287319422150885,0.04954768251163501,11.788817178783319,true,0.0,0.0
0.9814814814814815,0.16347673312718966,11.788817178783319,true,0.0,1.0
0.018518518518518517,0.18844920506321056,11.788817178783319,true,0.0,0.0
0.9710144927536232,0.2758178176968033,11.788817178783319,true,0.0,1.0
