% 1. Title: Simple NERD selector 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 14-11-2017 01:30:41 
%
@RELATION @NERD_Simple_NERD_selector 
@attribute nerd_score REAL
@attribute prob_anchor_string REAL
@attribute dice REAL
@attribute tf_idf REAL
@attribute relatedness REAL
@attribute inContext {false, true}
@attribute isNe {false, true}
@attribute entity? REAL

@data

0.05,0.02061064857681922,7.096668007810228E-6,0.0,0.008925738533599735,false,false,0.0
0.9999999999927269,0.14317673378076062,6.083753399200265E-4,0.0,0.15950497725005688,true,false,1.0
0.9999999999927269,0.5294117647058824,0.008638444859320554,0.0,0.0,false,false,0.0
0.0,0.25422557118661643,1.0777552388222045E-4,0.0,0.20082325607814652,false,false,1.0
0.0,0.022189549296495827,1.3246834840659207E-5,0.0,0.07155307330299433,false,false,0.0
0.20243375978990713,0.03821206993795826,2.5031700726488174E-4,0.0,0.06093080593113957,false,true,1.0
0.0,0.03821206993795826,2.5031700726488174E-4,0.0,0.0,false,true,0.0
0.9999999999927269,0.9234449760765551,0.5101336604730694,0.0,0.168809724205227,true,true,1.0
0.05,0.004677529273279227,1.1293116286855247E-4,0.0,0.026643731535648488,false,false,0.0
0.9999999999927269,0.5454545454545454,1.0,0.0,0.24868214663297628,true,false,1.0
0.9999999999927269,0.5294117647058824,0.008638444859320554,0.0,0.0,false,false,0.0
0.9999999999927269,0.4666666666666667,1.0,0.0,0.22010564862529255,true,true,1.0
0.0,0.06512722788925009,2.4886307276267077E-4,0.0,0.1938491561243945,false,true,0.0
0.9999999999927269,0.14526132980482964,1.0,0.0,0.11623946507785239,false,false,1.0
0.0,0.14526132980482964,1.0,0.0,0.08641490875608296,false,false,0.0
0.9999999999927269,0.9234449760765551,0.5101336604730694,0.0,0.168809724205227,true,false,1.0
0.0,1.3583880461851935E-4,1.5925309834738746E-4,0.0,0.0,false,false,0.0
0.9999999999927269,0.775939331265081,0.19825590092310838,0.0,0.26344907831918174,true,false,1.0
0.9999999999927269,0.003236245954692557,1.0,0.0,0.11766611164067937,true,false,0.0
0.9999999999927269,0.14317673378076062,6.083753399200265E-4,0.0,0.15950497725005688,true,true,1.0
0.0,0.06666666666666667,7.649258217334122E-5,0.0,0.03456959209394716,false,true,0.0
0.9999999999927269,0.4666666666666667,1.0,0.0,0.22010564862529255,true,false,1.0
0.05,0.013782542113323124,4.695630370759324E-4,0.0,0.0,false,false,0.0
0.0,0.013324450366422385,6.575991990303779E-4,0.0,0.07939870623148741,false,false,1.0
0.20243375978990713,0.038809633379352663,1.4075016734260598E-4,0.0,0.00908043791462274,false,true,0.0
0.9999999999927269,0.010869565217391304,0.00136250223535523,0.0,0.2464776219886476,false,false,1.0
0.0,0.0,6.938673097491463E-4,0.0,0.19399832159305147,false,true,0.0
0.9999999999927269,0.11081794195250659,0.03764698991509617,0.0,0.1099097484990728,false,false,1.0
0.0,0.11081794195250659,0.03764698991509617,0.0,0.0,false,false,0.0
0.9999999999927269,0.7239583333333334,1.0,0.0,0.13425464941816898,false,false,1.0
0.9999999999927269,0.010315751704341587,2.5039682642124275E-4,0.0,0.011874148546453881,false,false,0.0
0.9999999999927269,0.90625,0.07910893188032843,0.0,0.09546455983718621,false,false,1.0
0.9999999999927269,0.4666666666666667,1.0,0.0,0.22010564862529255,true,true,0.0
0.9999999999927269,0.13589100035855145,0.47800811633758034,0.0,0.20082325607814652,false,false,1.0
0.0,0.13589100035855145,0.47800811633758034,0.0,0.0,false,false,0.0
0.20243375978990713,0.03821206993795826,2.5031700726488174E-4,0.0,0.06093080593113957,false,false,1.0
0.0,0.03821206993795826,2.5031700726488174E-4,0.0,0.0,false,false,0.0
0.9999999999927269,0.775939331265081,0.19825590092310838,0.0,0.26344907831918174,true,true,1.0
0.9999999999927269,0.5454545454545454,1.0,0.0,0.24868214663297628,true,false,0.0
