% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 06-06-2018 14:09:33 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute prob_c REAL
@attribute relatedness REAL
@attribute context_quality REAL
@attribute nerKid_type {NotNER, PERSON, LOCATION, ORGANIZATION, ACRONYM, ANIMAL, ARTIFACT, BUSINESS, INSTITUTION, MEASURE, AWARD, CONCEPT, CONCEPTUAL, CREATION, EVENT, LEGAL, IDENTIFIER, INSTALLATION, MEDIA, NATIONAL, SUBSTANCE, PLANT, PERIOD, TITLE, PERSON_TYPE, WEBSITE, SPORT_TEAM, UNKNOWN}
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.05608974358974359,0.0,3.9338797204465648,UNKNOWN,true,35.696556,0.0
0.28789093825180434,0.18955777522028114,3.9338797204465648,UNKNOWN,true,30.160295,1.0
0.052125100240577385,0.06747949197846696,3.9338797204465648,UNKNOWN,true,0.0,0.0
0.4309207381202792,0.0,3.9338797204465648,LOCATION,true,0.0,1.0
0.2720145329381394,0.0915838832705256,3.9338797204465648,LOCATION,true,0.0,0.0
0.0010953825412874957,0.1982329394420103,6.1414059888922194,LOCATION,false,32.24421,1.0
0.0010111223458038423,0.1234258196333353,6.1414059888922194,LOCATION,false,0.0,0.0
0.3568904593639576,0.2579168693203863,6.1414059888922194,LOCATION,true,0.0,1.0
0.31095406360424027,0.024937078175998616,6.1414059888922194,UNKNOWN,true,0.0,0.0
0.5961538461538461,0.09521569518141919,6.1414059888922194,UNKNOWN,true,0.0,1.0
0.3269230769230769,0.09904014541764801,6.1414059888922194,LOCATION,true,0.0,0.0
0.9444444444444444,0.13333024146807518,6.1414059888922194,UNKNOWN,true,3.7410383,1.0
0.05555555555555555,0.12720379557061987,6.1414059888922194,UNKNOWN,true,11.373709,0.0
0.8974177573399363,0.15739981572736586,6.8985594969590025,LOCATION,false,22.12339,1.0
0.21079258010118043,0.014361121998693419,6.8985594969590025,CREATION,true,45.868793,0.0
0.2467352042233954,0.22456864965815695,5.590892761613599,UNKNOWN,true,0.0,1.0
0.44673539518900346,0.009845297878929111,5.590892761613599,LOCATION,true,26.699768,0.0
0.4,0.09208575826610414,5.590892761613599,LOCATION,true,0.0,1.0
0.2,0.0,5.590892761613599,UNKNOWN,true,1.1095822,0.0
0.9375,0.13980544785726642,7.097278124584913,UNKNOWN,true,79.23266,1.0
0.0625,0.01346677288779836,7.097278124584913,UNKNOWN,true,24.067163,0.0
0.3333333333333333,0.09657846733658118,4.194510350829685,UNKNOWN,true,0.0,1.0
0.6290483074554569,0.0,7.915491635571765,LOCATION,true,0.0,0.0
0.26464900587649964,0.0,7.915491635571765,LOCATION,true,0.0,1.0
0.23717948717948717,0.0,7.915491635571765,UNKNOWN,true,16.285381,0.0
0.8888888888888888,0.12257781805417221,5.321664335670969,LOCATION,true,15.898559,1.0
0.1111111111111111,0.024561284750571816,5.321664335670969,LOCATION,true,0.0,0.0
0.48663101604278075,0.16068129338614162,5.321664335670969,LOCATION,true,0.0,1.0
0.22994652406417113,0.0,5.321664335670969,UNKNOWN,true,36.10384,0.0
0.9444444444444444,0.2922045398675288,5.321664335670969,UNKNOWN,true,31.069414,1.0
0.05555555555555555,0.0,5.321664335670969,UNKNOWN,true,32.237827,0.0
0.8844734601192166,0.19819823830963856,5.321664335670969,LOCATION,true,3.7548294,1.0
0.1058756741413568,0.11135720904048496,5.321664335670969,LOCATION,true,0.0,0.0
0.17835671342685372,0.24229116975711082,5.321664335670969,BUSINESS,true,0.0,1.0
0.0841683366733467,0.010899405901700944,5.321664335670969,UNKNOWN,true,0.0,0.0
0.09941520467836257,0.29725377908123285,5.321664335670969,BUSINESS,true,160.04611,1.0
0.07894736842105263,0.0,5.321664335670969,UNKNOWN,true,58.008854,0.0
0.9439102564102564,0.19437465550471,3.9338797204465648,UNKNOWN,true,0.0,1.0
0.05608974358974359,0.0,3.9338797204465648,UNKNOWN,true,35.696556,0.0
0.4309207381202792,0.0,3.9338797204465648,LOCATION,true,0.0,1.0
0.2720145329381394,0.0915838832705256,3.9338797204465648,LOCATION,true,0.0,0.0
0.15151515151515152,0.03404467296655352,3.9338797204465648,UNKNOWN,true,52.54832,1.0
0.07329842931937172,0.08542753161169443,6.451826734717379,LOCATION,true,83.3094,0.0
0.5397951142631994,0.0,5.322549072911141,LOCATION,true,0.0,1.0
0.19621749408983452,0.0,5.322549072911141,LOCATION,true,26.616243,0.0
0.07867494824016563,0.0,5.322549072911141,LOCATION,true,0.0,1.0
0.1590909090909091,0.022920352181585547,5.322549072911141,UNKNOWN,true,40.178425,0.0
0.722520908004779,0.21643072248713202,5.322549072911141,LOCATION,true,0.0,1.0
0.09767025089605735,0.15671097366851464,5.322549072911141,LOCATION,true,125.76383,0.0
0.18773946360153257,0.2524997495251985,3.7694502096775544,LOCATION,true,6.139087,1.0
0.08237547892720307,0.0,3.7694502096775544,UNKNOWN,true,0.0,0.0
0.8303459774906211,0.16485197084321201,3.7694502096775544,LOCATION,true,0.0,1.0
0.07398916215089621,0.03767092889248159,3.7694502096775544,LOCATION,true,10.101062,0.0
0.8876331934129803,0.13232498107236668,3.7694502096775544,LOCATION,true,0.0,1.0
0.05973522763965128,0.031479278846631376,3.7694502096775544,LOCATION,true,31.392157,0.0
0.8706760117567262,0.15365824984215287,3.7694502096775544,LOCATION,true,0.0,1.0
0.06986208455799231,0.03389752683982999,3.7694502096775544,LOCATION,true,40.484825,0.0
0.9256505576208178,0.0,3.7694502096775544,LOCATION,true,0.0,1.0
0.05195815682545172,0.028490231164748827,3.7694502096775544,LOCATION,true,16.524221,0.0
0.41533546325878595,0.22957414094721046,3.7694502096775544,UNKNOWN,true,0.0,1.0
0.17252396166134185,0.2433455336090702,3.7694502096775544,UNKNOWN,true,0.0,0.0
0.7560834298957126,0.21571926924145188,4.853929904143141,LOCATION,true,0.0,1.0
0.220162224797219,0.04185291787404219,4.853929904143141,CREATION,true,41.746765,0.0
0.23997443681099218,0.07116958058359837,4.853929904143141,LOCATION,true,78.491684,1.0
0.0967741935483871,0.038099174504951816,4.853929904143141,LOCATION,true,18.888136,0.0
0.7946308724832215,0.29790441353747305,11.08685293824485,LOCATION,true,0.0,1.0
0.1040268456375839,0.01639053211527217,11.08685293824485,LOCATION,true,63.843044,0.0
0.3333333333333333,0.4413024251165379,11.08685293824485,PERSON,true,61.355618,1.0
0.17647058823529413,0.022522668624107012,11.08685293824485,UNKNOWN,true,19.87612,0.0
0.9308687615526802,0.32904294233021475,11.08685293824485,LOCATION,false,0.0,1.0
1.8484288354898336E-4,0.15560129773699577,11.08685293824485,LOCATION,false,72.4353,0.0
0.2465564738292011,0.4070095033415554,11.08685293824485,LOCATION,true,0.0,1.0
0.06887052341597796,0.39381610890993246,11.08685293824485,UNKNOWN,true,0.0,0.0
0.10761421319796954,0.39091323039688,11.08685293824485,LOCATION,true,50.237934,1.0
0.1437007874015748,0.17851453478061777,11.08685293824485,BUSINESS,true,30.297506,0.0
0.3523809523809524,0.06846948275573969,5.644704534322861,UNKNOWN,true,0.0,1.0
0.2619047619047619,0.07022210015828603,5.644704534322861,LOCATION,true,2.9978454,0.0
0.3333333333333333,0.08132923565185783,5.644704534322861,UNKNOWN,true,0.0,1.0
0.2681818181818182,0.2507335246461358,8.879342786391305,LOCATION,true,45.670315,0.0
0.9459459459459459,0.1551094638793114,8.879342786391305,LOCATION,true,0.0,1.0
0.05405405405405406,0.057979243275681006,8.879342786391305,UNKNOWN,true,1.6800495,0.0
0.463254593175853,0.18327353600494498,4.328226204823953,LOCATION,true,0.0,1.0
0.14960629921259844,0.027032981059552395,4.328226204823953,UNKNOWN,true,34.278606,0.0
0.7560834298957126,0.28255633025447935,4.328226204823953,LOCATION,true,0.0,1.0
0.220162224797219,0.034361642985674797,4.328226204823953,CREATION,true,0.0,0.0
0.8181818181818182,0.24294478303785333,4.328226204823953,LOCATION,true,0.0,1.0
0.18181818181818182,0.16838580563252276,4.328226204823953,UNKNOWN,true,79.2031,0.0
0.6070215175537939,0.18278583911360177,4.328226204823953,UNKNOWN,true,0.0,1.0
0.31370328425821065,0.1641795013764986,4.328226204823953,LOCATION,true,0.0,0.0
0.900990099009901,0.23799671560509603,4.93227073368324,ANIMAL,false,4.5043354,1.0
0.059006211180124224,0.018214797521078106,4.93227073368324,UNKNOWN,true,50.934277,0.0
0.8679245283018868,0.1592827891201348,4.93227073368324,UNKNOWN,true,0.0,1.0
0.1320754716981132,0.0609183538442119,4.93227073368324,UNKNOWN,true,41.889957,0.0
0.875,0.11263563729135839,4.93227073368324,UNKNOWN,true,4.394119,1.0
0.125,0.0,4.93227073368324,UNKNOWN,true,8.014932,0.0
0.8928571428571429,0.12689583285630715,4.93227073368324,LOCATION,true,18.103504,1.0
0.05357142857142857,0.0,4.93227073368324,UNKNOWN,true,22.913334,0.0
0.34911242603550297,0.0,4.520611418225215,LOCATION,true,0.0,1.0
0.20118343195266272,0.07971442588854853,4.520611418225215,UNKNOWN,true,46.804924,0.0
0.8501228501228502,0.1274435599901441,4.520611418225215,UNKNOWN,true,84.006035,1.0
0.05405405405405406,0.08273755362213979,4.520611418225215,UNKNOWN,true,68.576416,0.0
0.41533546325878595,0.10996971233831487,4.520611418225215,UNKNOWN,true,23.448479,1.0
0.17252396166134185,0.1274435599901441,4.520611418225215,UNKNOWN,true,35.978004,0.0
0.887049659201558,0.19356426664242446,4.520611418225215,LOCATION,true,79.507835,1.0
0.06037000973709834,0.09454381819135643,4.520611418225215,LOCATION,true,0.0,0.0
0.3333333333333333,0.0858475265214055,5.37936465722756,UNKNOWN,true,0.0,1.0
0.1177525403466826,0.07252832859753505,4.962305457828163,UNKNOWN,true,39.02514,0.0
0.25,0.2003972960607834,4.962305457828163,LOCATION,true,50.261154,1.0
0.1,0.04252715517920018,4.962305457828163,LOCATION,true,13.715905,0.0
0.17637271214642264,0.11526739738872596,4.962305457828163,UNKNOWN,true,1.0951064,1.0
0.17470881863560733,0.0,4.962305457828163,LOCATION,true,23.988302,0.0
0.6090794451450189,0.08018318110868972,3.9313457024092173,LOCATION,true,0.0,1.0
0.18978562421185372,0.0,3.9313457024092173,LOCATION,true,0.0,0.0
0.9785061794734013,0.07584503529520996,3.9313457024092173,LOCATION,false,54.887688,1.0
0.05747126436781609,0.0,3.9313457024092173,UNKNOWN,true,0.0,0.0
0.27450980392156865,0.06889655169193806,3.9313457024092173,LOCATION,true,0.0,1.0
0.13725490196078433,0.0,3.9313457024092173,UNKNOWN,true,0.0,0.0
0.09939759036144578,0.10244374963975046,3.9313457024092173,LOCATION,false,0.0,1.0
0.01706827309236948,0.033102044127370674,3.9313457024092173,UNKNOWN,false,16.84789,0.0
0.5323336457357076,0.09637531039024357,3.9313457024092173,LOCATION,false,0.0,1.0
0.13432835820895522,0.0,3.9313457024092173,UNKNOWN,true,0.0,0.0
0.5294117647058824,0.10081512154257358,4.170219955941401,UNKNOWN,true,0.0,1.0
0.13277310924369748,0.08786842565467685,4.170219955941401,UNKNOWN,true,0.0,0.0
0.8,0.1879949317411787,4.170219955941401,UNKNOWN,true,0.0,1.0
0.12,0.15285090686306374,4.170219955941401,UNKNOWN,true,27.05583,0.0
0.5972222222222222,0.10166955948718634,4.170219955941401,UNKNOWN,true,0.0,1.0
0.08333333333333333,0.04194086525238041,4.170219955941401,UNKNOWN,true,0.0,0.0
0.8438669896498568,0.0,4.170219955941401,LOCATION,true,62.23564,1.0
0.06437642222711591,0.03456566481937948,4.170219955941401,UNKNOWN,true,31.007414,0.0
0.33557046979865773,0.13662485777911013,4.170219955941401,LOCATION,true,0.0,1.0
0.28523489932885904,0.0942909893096866,4.170219955941401,LOCATION,true,0.0,0.0
0.722520908004779,0.2600689010492635,2.818754403044016,LOCATION,true,0.0,1.0
0.09767025089605735,0.2154324905089652,2.818754403044016,LOCATION,true,17.414423,0.0
0.7708333333333334,0.16426678777037135,2.818754403044016,LOCATION,true,0.0,1.0
0.125,0.03297908359258981,2.818754403044016,UNKNOWN,true,0.0,0.0
0.7407680945347119,0.2088469918328279,2.818754403044016,UNKNOWN,true,0.0,1.0
0.11447562776957164,0.0,2.818754403044016,LOCATION,true,0.0,0.0
0.2931937172774869,0.1445295498537493,2.818754403044016,UNKNOWN,true,0.0,1.0
0.13277310924369748,0.06181775181935032,2.818754403044016,UNKNOWN,true,0.0,0.0
0.8393960192175703,0.142615781372022,2.818754403044016,LOCATION,true,0.0,1.0
0.06245710363761153,0.0,2.818754403044016,LOCATION,true,17.714996,0.0
0.14754098360655737,0.13318660405315494,2.6535807088763814,LOCATION,true,50.001034,1.0
0.09836065573770492,0.0,2.6535807088763814,UNKNOWN,true,14.854713,0.0
0.5714285714285714,0.033399350757399505,2.6535807088763814,UNKNOWN,true,26.26973,1.0
0.2,0.011500621386957463,2.6535807088763814,UNKNOWN,true,39.456287,0.0
0.9439102564102564,0.19437465550471,3.9338797204465648,UNKNOWN,true,0.0,1.0
0.05608974358974359,0.0,3.9338797204465648,UNKNOWN,true,35.696556,0.0
0.4309207381202792,0.0,3.9338797204465648,LOCATION,true,0.0,1.0
0.2720145329381394,0.0915838832705256,3.9338797204465648,LOCATION,true,0.0,0.0
0.8578680203045685,0.10321242994963742,3.9338797204465648,UNKNOWN,true,19.298532,1.0
0.07219402143260012,0.049755586879996844,3.9338797204465648,LOCATION,true,41.428146,0.0
0.15151515151515152,0.03404467296655352,3.9338797204465648,UNKNOWN,true,52.54832,1.0
0.2653061224489796,0.050577353352546324,3.9338797204465648,UNKNOWN,true,0.0,0.0
0.9439102564102564,0.19437465550471,3.9338797204465648,UNKNOWN,true,0.0,1.0
0.05608974358974359,0.0,3.9338797204465648,UNKNOWN,true,35.696556,0.0
0.4309207381202792,0.0,3.9338797204465648,LOCATION,true,0.0,1.0
0.2720145329381394,0.0915838832705256,3.9338797204465648,LOCATION,true,0.0,0.0
0.6090794451450189,0.1372567918062177,3.9338797204465648,LOCATION,true,0.0,1.0
0.18978562421185372,0.0,3.9338797204465648,LOCATION,true,0.0,0.0
0.1786004882017901,0.2182458233386264,3.9338797204465648,LOCATION,true,0.0,1.0
0.10577705451586655,0.06859988092157822,3.9338797204465648,LOCATION,true,13.312677,0.0
0.2262353505585635,0.21479359583133661,5.476318253461377,LOCATION,true,77.80443,1.0
0.07477211979987664,0.0,5.476318253461377,LOCATION,true,0.0,0.0
0.9123711340206185,0.14735924846705506,5.476318253461377,LOCATION,true,75.45049,1.0
0.08247422680412371,0.17053740738248108,5.476318253461377,LOCATION,true,38.245728,0.0
0.5,0.22713523593128487,5.476318253461377,UNKNOWN,true,0.0,1.0
0.26744186046511625,0.01453363974323052,5.476318253461377,UNKNOWN,true,18.688873,0.0
0.8061674008810573,0.2981544094475617,5.476318253461377,PERSON,true,0.0,1.0
0.1894273127753304,0.017734324244410477,5.476318253461377,PERSON,true,52.614346,0.0
0.15384615384615385,0.20549201777798712,5.476318253461377,LOCATION,true,3.2855663,1.0
0.07692307692307693,0.08531906995660024,5.476318253461377,UNKNOWN,true,0.0,0.0
0.8461538461538461,0.16940210322069116,5.476318253461377,UNKNOWN,true,76.58875,1.0
0.05128205128205128,0.02481153253857666,5.476318253461377,UNKNOWN,true,25.202206,0.0
0.5,0.11813204322440948,5.476318253461377,UNKNOWN,true,34.41696,1.0
0.28125,0.2342317118353306,5.476318253461377,LOCATION,true,49.37296,0.0
0.9310344827586207,0.09985922694962933,5.476318253461377,LOCATION,true,31.69902,1.0
0.06896551724137931,0.05919994089648037,5.476318253461377,UNKNOWN,true,13.117782,0.0
0.6974093264248704,0.19209433030487028,5.476318253461377,UNKNOWN,true,36.950665,1.0
0.06528497409326425,0.0,5.476318253461377,LOCATION,true,0.0,0.0
0.5350832912670368,0.07685964596990706,6.532566352990955,CREATION,true,109.79046,1.0
0.10651186269560828,0.020366840936358814,6.532566352990955,CREATION,true,105.19849,0.0
0.6163069544364509,0.09851695288802823,6.532566352990955,LOCATION,true,0.0,1.0
0.34772182254196643,0.06699790666289496,6.532566352990955,LOCATION,true,0.79788357,0.0
7.24112961622013E-4,0.09281916356229081,6.532566352990955,UNKNOWN,false,147.50877,1.0
0.009232440260680666,0.011222154572368255,6.532566352990955,UNKNOWN,false,124.76042,0.0
0.1124031007751938,0.038461538461538464,7.821847774309545,LOCATION,true,0.0,1.0
0.2619047619047619,0.06901296510280472,7.821847774309545,LOCATION,true,0.0,0.0
0.2906683480453972,0.12760410372402087,7.821847774309545,LOCATION,true,43.552643,1.0
0.1721311475409836,0.06960547273217554,7.821847774309545,UNKNOWN,true,0.0,0.0
0.6,0.33228061028493483,7.821847774309545,EVENT,true,0.0,1.0
0.2,0.2645630391688005,7.821847774309545,LOCATION,true,0.0,0.0
0.7591424968474149,0.1386083208238807,3.908541150461305,LOCATION,true,0.0,1.0
0.2216267339218159,0.0015745959081847486,3.908541150461305,UNKNOWN,true,19.052513,0.0
0.2824675324675325,0.1421612636769482,3.908541150461305,UNKNOWN,true,31.788094,1.0
0.09415584415584416,0.0,3.908541150461305,LOCATION,true,8.069327,0.0
0.4204105670536766,0.0,3.908541150461305,UNKNOWN,true,0.0,1.0
0.2986707050311291,0.0,3.908541150461305,LOCATION,true,0.0,0.0
0.5,0.056728795452859686,3.908541150461305,UNKNOWN,true,83.445366,1.0
0.2786885245901639,0.0431643014922147,3.908541150461305,UNKNOWN,true,81.27872,0.0
0.2087431693989071,0.14902298713912815,3.908541150461305,UNKNOWN,true,11.047109,1.0
0.08961748633879782,0.04811486133597448,3.908541150461305,UNKNOWN,true,42.073486,0.0
0.35294117647058826,0.18886324369147886,5.419551239284762,PERIOD,true,23.492922,1.0
0.11888466413181242,0.006655681573391618,5.419551239284762,SPORT_TEAM,true,42.01302,0.0
0.2062937062937063,0.1781674688472181,5.419551239284762,LOCATION,true,115.784996,1.0
0.20279720279720279,0.056407553241964295,5.419551239284762,UNKNOWN,true,0.0,0.0
0.3233082706766917,0.1804055844227366,3.591559066776736,LOCATION,true,81.08895,1.0
0.18796992481203006,0.024882023571231985,3.591559066776736,UNKNOWN,true,30.687365,0.0
0.6059701492537314,0.17474275904619352,3.591559066776736,LOCATION,true,0.0,1.0
0.08656716417910448,0.09817666059623056,3.591559066776736,ANIMAL,true,74.83367,0.0
0.7192185370286234,0.0,3.591559066776736,LOCATION,true,0.0,1.0
0.06951385733757383,0.0,3.591559066776736,UNKNOWN,true,117.72699,0.0
0.8078894584354803,0.0760572112991991,3.591559066776736,LOCATION,true,32.764027,1.0
0.06396255850234009,0.03276654899382362,3.591559066776736,LOCATION,true,51.475033,0.0
0.8604368932038835,0.27272403476704943,7.675844482633888,LOCATION,true,0.0,1.0
0.06432038834951456,0.2572703439381125,7.675844482633888,LOCATION,true,0.0,0.0
0.6058931860036832,0.09200141386697892,7.675844482633888,LOCATION,true,5.686443,1.0
0.3462246777163904,0.08422272761106749,7.675844482633888,LOCATION,true,18.8908,0.0
0.18292682926829268,0.16285382191687295,7.675844482633888,UNKNOWN,true,0.0,1.0
0.20869565217391303,0.07483696874255215,3.5359310562926445,LOCATION,true,0.0,0.0
0.8180980553804374,0.0,4.351315065342704,LOCATION,true,0.0,1.0
0.0731293341739004,0.08635760931450176,4.351315065342704,LOCATION,true,68.51335,0.0
0.13312299628517632,0.15013804953834275,4.351315065342704,LOCATION,true,121.67885,1.0
0.13088392448221464,0.17005142277555424,4.351315065342704,LOCATION,true,0.0,0.0
0.7534562211981567,0.17916035746678818,4.351315065342704,UNKNOWN,true,0.0,1.0
0.17972350230414746,0.06411129100796192,4.351315065342704,LOCATION,true,0.0,0.0
