% 1. Title: NERD ranker with basic features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 05-12-2018 18:02:00 
%
@RELATION @NERD_NERD_ranker_with_basic_features 
@attribute prob_c REAL
@attribute nerGrobid_type {NotNER, ACRONYM, ANIMAL, ARTIFACT, AWARD, BUSINESS, CONCEPT, CONCEPTUAL, CREATION, EVENT, IDENTIFIER, INSTALLATION, INSTITUTION, LEGAL, LOCATION, MEASURE, MEDIA, NATIONAL, ORGANISATION, PERIOD, PERSON, PERSON_TYPE, PLANT, SPORT_TEAM, SUBSTANCE, TITLE, WEBSITE, UNKNOWN}
@attribute entity? REAL

@data
0.14625850340136054,PERSON,0.0
0.5185185185185185,LOCATION,1.0
0.4444444444444444,LOCATION,0.0
0.8666666666666667,LOCATION,1.0
0.08,LOCATION,0.0
0.7598944591029023,LOCATION,1.0
0.08443271767810026,LOCATION,0.0
0.6086956521739131,PERSON,1.0
0.13043478260869565,PERSON,0.0
0.7061611374407583,LOCATION,1.0
0.15876777251184834,LOCATION,0.0
0.7890461215932913,LOCATION,1.0
0.18055555555555555,LOCATION,0.0
0.9122807017543859,LOCATION,1.0
0.08771929824561403,LOCATION,0.0
0.8571428571428571,LOCATION,1.0
0.14285714285714285,LOCATION,0.0
0.1016949152542373,LOCATION,1.0
0.1016949152542373,LOCATION,0.0
0.6412556053811659,LOCATION,1.0
0.3452914798206278,LOCATION,0.0
0.6111111111111112,PERSON,1.0
0.2222222222222222,PERSON,0.0
0.42857142857142855,UNKNOWN,1.0
0.1043956043956044,LOCATION,0.0
0.7709677419354839,LOCATION,1.0
0.14193548387096774,LOCATION,0.0
0.3333333333333333,LOCATION,1.0
0.25925925925925924,LOCATION,0.0
0.7083333333333334,LOCATION,1.0
0.2361111111111111,LOCATION,0.0
0.7638190954773869,PERSON,1.0
0.18090452261306533,PERSON,0.0
0.5,PERSON,1.0
0.42168674698795183,PERSON,0.0
0.7083333333333334,LOCATION,1.0
0.2361111111111111,LOCATION,0.0
0.07364787111622555,LOCATION,1.0
0.38461538461538464,UNKNOWN,0.0
0.19230769230769232,UNKNOWN,1.0
0.15384615384615385,UNKNOWN,0.0
0.7860696517412935,LOCATION,1.0
0.208955223880597,LOCATION,0.0
0.7,PERSON,1.0
0.2,PERSON,0.0
0.7638190954773869,PERSON,1.0
0.18090452261306533,PERSON,0.0
0.7083333333333334,LOCATION,1.0
0.2361111111111111,LOCATION,0.0
0.3333333333333333,LOCATION,1.0
0.25925925925925924,LOCATION,0.0
0.7709677419354839,LOCATION,1.0
0.14193548387096774,LOCATION,0.0
0.8021978021978022,LOCATION,1.0
0.1043956043956044,LOCATION,0.0
0.42857142857142855,UNKNOWN,1.0
0.6666666666666666,LOCATION,0.0
0.08333333333333333,LOCATION,1.0
0.06944444444444445,LOCATION,0.0
0.47058823529411764,LOCATION,1.0
0.06756756756756757,LOCATION,0.0
0.6412556053811659,LOCATION,1.0
0.3452914798206278,LOCATION,0.0
0.2,PERSON,1.0
0.60790273556231,UNKNOWN,0.0
0.17045454545454544,UNKNOWN,1.0
0.125,UNKNOWN,0.0
0.6086956521739131,PERSON,1.0
0.13043478260869565,PERSON,0.0
0.6923076923076923,PERSON,1.0
0.15384615384615385,PERSON,0.0
0.9344262295081968,PERSON,1.0
0.06557377049180328,PERSON,0.0
0.9261363636363636,LOCATION,1.0
0.06818181818181818,LOCATION,0.0
0.8807535859558981,LOCATION,1.0
0.06700920573752944,LOCATION,0.0
0.8201438848920863,PERSON,1.0
0.10071942446043165,PERSON,0.0
0.9035812672176309,ORGANISATION,1.0
0.06336088154269973,ORGANISATION,0.0
0.9391891891891891,LOCATION,1.0
0.05405405405405406,LOCATION,0.0
0.7857142857142857,LOCATION,1.0
0.21428571428571427,LOCATION,0.0
0.2463768115942029,PERSON,1.0
0.21739130434782608,PERSON,0.0
0.9069767441860465,CREATION,1.0
0.09302325581395349,CREATION,0.0
0.5909090909090909,LOCATION,1.0
0.3181818181818182,LOCATION,0.0
0.8430067704415254,LOCATION,1.0
0.11295642613274695,LOCATION,0.0
0.8390243902439024,INSTALLATION,1.0
0.0975609756097561,INSTALLATION,0.0
0.900990099009901,UNKNOWN,1.0
0.059006211180124224,UNKNOWN,0.0
0.3505747126436782,PERSON,1.0
0.1839080459770115,PERSON,0.0
0.09803921568627451,LOCATION,1.0
0.21428571428571427,PERSON,0.0
0.0702418160881724,UNKNOWN,1.0
0.07106431978943906,UNKNOWN,0.0
0.5080703663402248,CONCEPT,1.0
0.33000846330552536,CONCEPT,0.0
0.40184407096171804,CONCEPT,1.0
0.3895891690009337,CONCEPT,0.0
0.7622632899840293,LOCATION,1.0
0.09148984713666439,LOCATION,0.0
0.9012464046021093,LOCATION,1.0
0.06615532118887824,LOCATION,0.0
0.5767344078486335,LOCATION,1.0
0.33216538192011213,LOCATION,0.0
0.841025641025641,LOCATION,1.0
0.08269230769230769,LOCATION,0.0
0.8518518518518519,LOCATION,1.0
0.0582010582010582,LOCATION,0.0
0.8235294117647058,LOCATION,1.0
0.14705882352941177,LOCATION,0.0
0.8888888888888888,PERSON,1.0
0.1111111111111111,PERSON,0.0
0.4793388429752066,PERSON,1.0
0.2644628099173554,PERSON,0.0
0.7622632899840293,LOCATION,1.0
0.09148984713666439,LOCATION,0.0
0.8814814814814815,LOCATION,1.0
0.05925925925925926,LOCATION,0.0
0.8518518518518519,LOCATION,1.0
0.0582010582010582,LOCATION,0.0
0.7604790419161677,LOCATION,1.0
0.1531775159358702,LOCATION,0.0
0.2777777777777778,PERSON,1.0
0.2222222222222222,PERSON,0.0
0.6346153846153846,UNKNOWN,1.0
0.10256410256410256,UNKNOWN,0.0
0.13725490196078433,PERSON,1.0
0.11029411764705882,PERSON,0.0
0.8061224489795918,PERSON,1.0
0.19387755102040816,PERSON,0.0
0.33753726209584956,LOCATION,1.0
0.21004356798899335,LOCATION,0.0
0.8036175710594315,LOCATION,1.0
0.12144702842377261,LOCATION,0.0
0.723114956736712,CONCEPT,1.0
0.2200247218788628,CONCEPT,0.0
0.8036175710594315,LOCATION,1.0
0.12144702842377261,LOCATION,0.0
0.3348623853211009,UNKNOWN,1.0
0.22018348623853212,UNKNOWN,0.0
0.5357142857142857,PERSON,1.0
0.14285714285714285,PERSON,0.0
0.4875947622329428,CONCEPT,1.0
0.21123363197794626,CONCEPT,0.0
0.21955503512880561,LOCATION,1.0
0.2222222222222222,LOCATION,0.0
0.8797850906648758,PERSON_TYPE,1.0
0.05574210879785091,PERSON_TYPE,0.0
0.6111111111111112,LOCATION,1.0
0.1581196581196581,LOCATION,0.0
0.5601092896174863,PERSON,1.0
0.2103825136612022,PERSON,0.0
0.7627118644067796,LOCATION,1.0
0.1694915254237288,LOCATION,0.0
0.38095238095238093,CREATION,1.0
0.2857142857142857,CREATION,0.0
0.8333333333333334,LOCATION,1.0
0.08333333333333333,LOCATION,0.0
0.1553911205073996,PERSON,1.0
0.07822410147991543,PERSON,0.0
0.9259259259259259,LOCATION,1.0
0.06481481481481481,LOCATION,0.0
0.4,CONCEPT,1.0
0.2103825136612022,PERSON,0.0
0.7146666666666667,LOCATION,1.0
0.2653333333333333,LOCATION,0.0
0.5701807228915663,LOCATION,1.0
0.0786144578313253,LOCATION,0.0
0.08648413733159496,PERSON,1.0
0.05041286397218601,PERSON,0.0
0.25,PERSON,1.0
0.08333333333333333,PERSON,0.0
0.5283018867924528,PERSON,1.0
0.20754716981132076,PERSON,0.0
0.90625,CONCEPT,1.0
0.09375,CONCEPT,0.0
0.7222222222222222,PERSON,1.0
0.2777777777777778,PERSON,0.0
0.31316187594553707,PERSON,1.0
0.0832072617246596,PERSON,0.0
0.3578575632725132,LOCATION,1.0
0.30253090052972337,LOCATION,0.0
0.8291316526610645,LOCATION,1.0
0.10644257703081232,LOCATION,0.0
0.1111111111111111,PERSON,1.0
0.3888888888888889,PERSON,0.0
0.05555555555555555,PERSON,1.0
0.4166666666666667,PERSON,0.0
0.25,PERSON,1.0
0.08333333333333333,PERSON,0.0
0.7102172636523781,LOCATION,1.0
0.16079467606185163,LOCATION,0.0
1.0,INSTALLATION,1.0
0.07500494755590738,LOCATION,0.0
0.7222222222222222,PERSON,1.0
0.2777777777777778,PERSON,0.0
0.16984908657664813,UNKNOWN,1.0
0.12343129467831612,UNKNOWN,0.0
0.76171875,PERSON,1.0
0.1640625,PERSON,0.0
0.3333333333333333,PERSON,1.0
0.13333333333333333,PERSON,0.0
0.6666666666666666,UNKNOWN,1.0
0.15151515151515152,UNKNOWN,0.0
0.1574074074074074,PERSON,1.0
0.06505576208178439,UNKNOWN,0.0
0.4204105670536766,UNKNOWN,1.0
0.2986707050311291,UNKNOWN,0.0
0.75,LOCATION,1.0
0.16158536585365854,LOCATION,0.0
0.8958904109589041,PERSON,1.0
0.08493150684931507,PERSON,0.0
0.3446601941747573,PERSON,1.0
0.0970873786407767,PERSON,0.0
0.90625,PERSON,1.0
0.09375,PERSON,0.0
0.7037362637362637,LOCATION,1.0
0.07472527472527472,LOCATION,0.0
0.8333333333333334,UNKNOWN,1.0
0.16666666666666666,UNKNOWN,0.0
0.9354838709677419,PERSON,1.0
0.06451612903225806,PERSON,0.0
0.8181818181818182,UNKNOWN,1.0
0.18181818181818182,UNKNOWN,0.0
0.1794871794871795,PERSON,1.0
0.15897435897435896,PERSON,0.0
0.9090909090909091,UNKNOWN,1.0
0.09090909090909091,UNKNOWN,0.0
0.6657534246575343,CREATION,1.0
0.14794520547945206,CREATION,0.0
0.5255813953488372,PERSON,1.0
0.3364341085271318,PERSON,0.0
0.8027586206896552,PERSON,1.0
0.16551724137931034,PERSON,0.0
0.22868311751771317,LOCATION,1.0
0.06889811873931102,LOCATION,0.0
0.7272727272727273,LOCATION,1.0
0.13852813852813853,LOCATION,0.0
0.5839616175462645,LOCATION,1.0
0.40507196710075394,LOCATION,0.0
0.7,PERSON,1.0
0.3,PERSON,0.0
0.13461298247074988,NATIONAL,1.0
0.09090909090909091,PERSON,0.0
0.8772189349112426,LOCATION,1.0
0.07544378698224852,LOCATION,0.0
0.1,INSTALLATION,1.0
0.27586206896551724,CONCEPTUAL,0.0
0.8461538461538461,UNKNOWN,1.0
0.14615384615384616,UNKNOWN,0.0
0.6484375,PERSON,1.0
0.111328125,PERSON,0.0
0.8458764125991824,LOCATION,1.0
0.0728540514546766,LOCATION,0.0
0.9267015706806283,PERSON,1.0
0.05759162303664921,PERSON,0.0
0.3333333333333333,PERSON,1.0
0.3333333333333333,PERSON,0.0
0.45464654487688644,UNKNOWN,1.0
0.16984908657664813,UNKNOWN,0.0
0.8881726457399103,LOCATION,1.0
0.05044843049327354,LOCATION,0.0
0.639298245614035,ORGANISATION,1.0
0.2336842105263158,ORGANISATION,0.0
1.0,PERSON,1.0
0.0,PERSON,0.0
0.25,UNKNOWN,1.0
0.08333333333333333,UNKNOWN,0.0
0.68,ORGANISATION,1.0
0.16,ORGANISATION,0.0
0.21359223300970873,PERSON,1.0
0.1650485436893204,PERSON,0.0
0.9090909090909091,PERSON,1.0
0.09090909090909091,PERSON,0.0
0.639298245614035,ORGANISATION,1.0
0.2336842105263158,ORGANISATION,0.0
0.13524590163934427,PERSON_TYPE,1.0
0.26666666666666666,UNKNOWN,0.0
0.10666666666666667,UNKNOWN,1.0
0.14327092169235545,CONCEPT,0.0
0.9848484848484849,CREATION,1.0
0.14414414414414414,CREATION,0.0
0.9300894205086517,LOCATION,1.0
0.05225873882243642,LOCATION,0.0
0.267515923566879,PERSON,1.0
0.10828025477707007,PERSON,0.0
0.7963396778916545,LOCATION,1.0
0.12518301610541727,LOCATION,0.0
0.754325259515571,PERSON,1.0
0.22491349480968859,PERSON,0.0
0.7429577464788732,LOCATION,1.0
0.12852112676056338,LOCATION,0.0
0.8412698412698413,LOCATION,1.0
0.06878306878306878,LOCATION,0.0
0.7888505180069068,LOCATION,1.0
0.050814010853478045,LOCATION,0.0
0.774311573271712,LOCATION,1.0
0.05969574427113422,LOCATION,0.0
0.19298245614035087,LOCATION,1.0
0.17543859649122806,LOCATION,0.0
0.4619883040935672,LOCATION,1.0
0.17251461988304093,LOCATION,0.0
0.2152317880794702,LOCATION,1.0
0.1490066225165563,LOCATION,0.0
0.5742478608887662,LOCATION,1.0
0.19252001104057412,LOCATION,0.0
0.8994082840236687,PERSON,1.0
0.05325443786982249,PERSON,0.0
0.7814207650273224,PERSON_TYPE,1.0
0.13524590163934427,PERSON_TYPE,0.0
0.5452586206896551,LOCATION,1.0
0.15086206896551724,LOCATION,0.0
0.375,PERSON,1.0
0.16666666666666666,PERSON,0.0
0.9300894205086517,LOCATION,1.0
0.05225873882243642,LOCATION,0.0
0.05044843049327354,LOCATION,1.0
0.7519898121617319,LOCATION,0.0
0.1908988220106503,LOCATION,1.0
0.08520251734710343,LOCATION,0.0
0.2631578947368421,PERSON,1.0
0.15789473684210525,PERSON,0.0
0.9090909090909091,PERSON,1.0
0.09090909090909091,PERSON,0.0
0.9090909090909091,PERSON,1.0
0.09090909090909091,PERSON,0.0
0.5839616175462645,LOCATION,1.0
0.40507196710075394,LOCATION,0.0
0.8148148148148148,CREATION,1.0
0.07407407407407407,CREATION,0.0
0.8947368421052632,LOCATION,1.0
0.10526315789473684,LOCATION,0.0
0.07963246554364471,LOCATION,1.0
0.07197549770290965,LOCATION,0.0
0.5833333333333334,PERSON,1.0
0.4166666666666667,PERSON,0.0
0.09615384615384616,PERSON,1.0
0.5625,PERSON,0.0
0.15625,PERSON,1.0
0.125,PERSON,0.0
0.08333333333333333,PERSON,1.0
0.39155448164768153,UNKNOWN,0.0
0.375,UNKNOWN,1.0
0.125,UNKNOWN,0.0
0.7555555555555555,UNKNOWN,1.0
0.2111111111111111,UNKNOWN,0.0
0.6666666666666666,UNKNOWN,1.0
0.255663430420712,UNKNOWN,0.0
0.05925925925925926,UNKNOWN,1.0
0.631578947368421,UNKNOWN,0.0
0.8157614483493077,UNKNOWN,1.0
0.05750798722044728,UNKNOWN,0.0
0.6801089918256131,UNKNOWN,1.0
0.17983651226158037,UNKNOWN,0.0
0.11764705882352941,UNKNOWN,1.0
0.32,PERSON,0.0
0.05925925925925926,UNKNOWN,1.0
0.051598429613011774,UNKNOWN,0.0
0.5003680981595092,UNKNOWN,1.0
0.456441717791411,UNKNOWN,0.0
0.5596330275229358,UNKNOWN,1.0
0.3908256880733945,UNKNOWN,0.0
0.6333333333333333,UNKNOWN,1.0
0.2916666666666667,UNKNOWN,0.0
0.7045454545454546,PERSON,1.0
0.9917184265010351,PERSON,0.0
0.7428571428571429,PERIOD,1.0
0.10878306878306879,PERIOD,0.0
0.6333333333333333,UNKNOWN,1.0
0.2916666666666667,UNKNOWN,0.0
0.9375,UNKNOWN,1.0
0.0625,UNKNOWN,0.0
0.5165692007797271,UNKNOWN,1.0
0.13937621832358674,UNKNOWN,0.0
0.5454545454545454,UNKNOWN,1.0
0.21212121212121213,UNKNOWN,0.0
0.11228813559322035,UNKNOWN,1.0
0.05084745762711865,UNKNOWN,0.0
0.6699029126213593,UNKNOWN,1.0
0.21359223300970873,UNKNOWN,0.0
0.06440677966101695,UNKNOWN,1.0
0.06440677966101695,UNKNOWN,0.0
0.5,UNKNOWN,1.0
0.125,UNKNOWN,0.0
0.8571428571428571,UNKNOWN,1.0
0.14285714285714285,UNKNOWN,0.0
0.803921568627451,UNKNOWN,1.0
0.19607843137254902,UNKNOWN,0.0
0.6666666666666666,UNKNOWN,1.0
0.1111111111111111,UNKNOWN,0.0
0.65,BUSINESS,1.0
0.25,BUSINESS,0.0
0.12138728323699421,PERSON,1.0
0.07514450867052024,PERSON,0.0
0.25279642058165547,UNKNOWN,1.0
0.008948545861297539,UNKNOWN,0.0
0.6662610282932765,PERSON,1.0
0.15059324612108305,PERSON,0.0
0.671875,ARTIFACT,1.0
0.19047619047619047,ARTIFACT,0.0
0.9459241323648103,LOCATION,1.0
0.05004035512510089,LOCATION,0.0
0.2986707050311291,UNKNOWN,1.0
0.0668854114083796,UNKNOWN,0.0
0.056338028169014086,UNKNOWN,1.0
0.022494887525562373,UNKNOWN,0.0
0.5404040404040404,PERSON,1.0
0.2878787878787879,PERSON,0.0
0.8378378378378378,LOCATION,1.0
0.14864864864864866,LOCATION,0.0
0.910941475826972,CREATION,1.0
0.06361323155216285,CREATION,0.0
0.7979051139864448,LOCATION,1.0
0.17991373998767715,LOCATION,0.0
0.8815612382234186,LOCATION,1.0
0.06594885598923284,LOCATION,0.0
0.8622543950361944,NATIONAL,1.0
0.09203722854188211,NATIONAL,0.0
0.7890461215932913,LOCATION,1.0
0.18055555555555555,LOCATION,0.0
0.5213675213675214,LOCATION,1.0
0.21367521367521367,LOCATION,0.0
0.7890461215932913,LOCATION,1.0
0.18055555555555555,LOCATION,0.0
0.7604790419161677,LOCATION,1.0
0.1531775159358702,LOCATION,0.0
0.83991683991684,LOCATION,1.0
0.06444906444906445,LOCATION,0.0
0.5045871559633027,LOCATION,1.0
0.21100917431192662,LOCATION,0.0
0.125,UNKNOWN,1.0
0.0625,UNKNOWN,0.0
0.49877934272300467,LOCATION,1.0
0.23539906103286384,LOCATION,0.0
0.59375,PERSON,1.0
0.40625,PERSON,0.0
0.18556701030927836,PERSON,1.0
0.09278350515463918,PERSON,0.0
0.59375,PERSON,1.0
0.40625,PERSON,0.0
0.18556701030927836,PERSON,1.0
0.09278350515463918,PERSON,0.0
0.08602150537634409,PERSON,1.0
0.06451612903225806,PERSON,0.0
0.4218106995884774,UNKNOWN,1.0
0.12139917695473251,UNKNOWN,0.0
0.23906408952187183,CREATION,1.0
0.21770091556459817,CREATION,0.0
0.25663716814159293,UNKNOWN,1.0
0.17035398230088494,UNKNOWN,0.0
0.6923076923076923,UNKNOWN,1.0
0.15384615384615385,UNKNOWN,0.0
0.12218649517684887,UNKNOWN,1.0
0.07717041800643087,UNKNOWN,0.0
0.014084507042253521,UNKNOWN,1.0
0.09815950920245399,UNKNOWN,0.0
0.7293233082706767,CREATION,1.0
0.10526315789473684,CREATION,0.0
0.9154929577464789,UNKNOWN,1.0
0.04929577464788732,UNKNOWN,0.0
0.6798069187449718,UNKNOWN,1.0
0.1995172968624296,UNKNOWN,0.0
0.9473684210526315,UNKNOWN,1.0
0.05263157894736842,UNKNOWN,0.0
0.25663716814159293,UNKNOWN,1.0
0.17035398230088494,UNKNOWN,0.0
0.23547880690737832,LOCATION,1.0
0.14913657770800628,LOCATION,0.0
0.5082872928176796,PERSON,1.0
0.15469613259668508,PERSON,0.0
0.07734806629834254,PERSON,1.0
0.17751479289940827,UNKNOWN,0.0
0.11052631578947368,LOCATION,1.0
0.05263157894736842,LOCATION,0.0
0.3333333333333333,NATIONAL,1.0
0.23148148148148148,NATIONAL,0.0
0.24742268041237114,LOCATION,1.0
0.09278350515463918,LOCATION,0.0
0.3333333333333333,NATIONAL,1.0
0.23148148148148148,NATIONAL,0.0
0.8240740740740741,UNKNOWN,1.0
0.1693121693121693,UNKNOWN,0.0
0.07453416149068323,UNKNOWN,1.0
0.13793103448275862,UNKNOWN,0.0
0.011049723756906077,UNKNOWN,1.0
0.6593001841620626,UNKNOWN,0.0
0.061893203883495146,LOCATION,1.0
0.055825242718446605,LOCATION,0.0
0.24742268041237114,LOCATION,1.0
0.09278350515463918,LOCATION,0.0
0.5082872928176796,PERSON,1.0
0.15469613259668508,PERSON,0.0
0.8736263736263736,BUSINESS,1.0
0.12637362637362637,BUSINESS,0.0
0.3333333333333333,EVENT,1.0
0.3333333333333333,EVENT,0.0
0.5082872928176796,PERSON,1.0
0.15469613259668508,PERSON,0.0
0.05825242718446602,PERSON,1.0
0.7482900136798906,LOCATION,0.0
0.05198358413132695,LOCATION,1.0
0.5567010309278351,LOCATION,0.0
0.24742268041237114,LOCATION,1.0
0.09278350515463918,LOCATION,0.0
0.061893203883495146,LOCATION,1.0
0.055825242718446605,LOCATION,0.0
0.12,LOCATION,1.0
0.2851182197496523,UNKNOWN,0.0
0.0584144645340751,UNKNOWN,1.0
