% 1. Title: NERD ranker with basic and embeddings features 
%
% 2. Sources: 
% (a) Creator: (N)ERD 
% (c) Date: 01-01-2023 20:35:54 
%
@RELATION @NERD_NERD_ranker_with_basic_and_embeddings_features 
@attribute relatedness REAL
@attribute context_quality REAL
@attribute bestCaseContext {false, true}
@attribute embeddings_centroid_similarity REAL
@attribute entity? REAL

@data

0.07905573750858903,10.38403983402784,true,0.0,0.0
0.2513812450207223,10.38403983402784,true,0.0,1.0
0.22539302373438777,10.38403983402784,true,0.0,0.0
0.21487334703898822,10.38403983402784,true,0.0,1.0
0.2574814679253414,10.38403983402784,true,0.0,0.0
0.19091795385505278,10.38403983402784,true,0.0,1.0
0.3042073911860152,10.38403983402784,true,0.0,0.0
0.1769391842942575,10.38403983402784,true,0.0,1.0
0.3042073911860152,10.38403983402784,true,0.0,0.0
0.2834132401092864,10.38403983402784,true,0.0,1.0
0.16933747555936843,10.38403983402784,true,0.0,0.0
0.18022703227557701,10.38403983402784,true,0.0,1.0
0.14774305407241767,10.38403983402784,true,0.0,0.0
0.2156881171203246,10.38403983402784,true,0.0,1.0
0.13436884725897857,10.38403983402784,true,0.0,0.0
0.2156881171203246,10.38403983402784,true,0.0,1.0
0.16933747555936843,10.38403983402784,true,0.0,0.0
0.2963588328136494,10.38403983402784,true,0.0,1.0
0.1963771190032275,10.38403983402784,true,0.0,0.0
0.2142932737185041,10.38403983402784,true,0.0,1.0
0.15353976050265927,10.38403983402784,true,0.0,0.0
0.24213157863839319,10.38403983402784,false,0.0,1.0
0.1652920890810776,10.38403983402784,true,0.0,0.0
0.09877664576631512,10.176848526777041,true,0.0,1.0
0.08651880844496458,10.176848526777041,true,0.0,0.0
0.3286569335809054,10.176848526777041,true,0.0,1.0
0.23016077367343257,10.176848526777041,true,0.0,0.0
0.35241683086079756,10.176848526777041,true,0.0,1.0
0.11603581652484483,10.176848526777041,true,0.0,0.0
0.15461731462781786,10.176848526777041,true,0.0,1.0
0.13873042481434922,10.176848526777041,true,0.0,0.0
0.21457941888001236,10.176848526777041,false,0.0,1.0
0.01632529983961008,10.176848526777041,true,0.0,0.0
0.2573103021590223,10.176848526777041,false,0.0,1.0
0.04811930122297219,10.176848526777041,true,0.0,0.0
0.22927196754728082,10.904708169862118,true,0.0,1.0
